Product No.,Item no,Item Description English, Local Launch, Local          Exit,Product Category,Theme,RRP price EUR
70141,70141,VardyÂs IJszweefvlieger,01/06/2014,,,Chima,19.99
70142,70142,ErisÂ Vuurvlieger,01/06/2014,,,Chima,32.99
70143,70143,Sir Fangars Sabeltand Walker,01/06/2014,,,Chima,39.99
70144,70144,Lavals Vuurleeuw,01/06/2014,,,Chima,54.99
70145,70145,MaulaÂs IJsmammoet Stamper,01/06/2014,,,Chima,89.99
70146,70146,Phoenix Vuurtempel,01/06/2014,,,Chima,129.99
70147,70147,Sir Fangars IJsfort,01/06/2014,,,Chima,79.99
70149,70149,Schroeiende Zwaarden,01/06/2014,,,Chima,14.99
70150,70150,Vlammende Klauwen,01/06/2014,,,Chima,14.99
70151,70151,IJzige Stekels,01/06/2014,,,Chima,14.99
70155,70155,Vlammenkuil,01/06/2014,,,Chima,14.99
70156,70156,Vuur vs. IJs,01/06/2014,,,Chima,19.99
60019,6024965,Stuntvliegtuig,01/08/2013,,,City Airport,12.99
60020,6024971,Vrachtwagen,01/08/2013,,,City Airport,29.99
60021,6024976,Hefschroef vrachtvliegtuig,01/08/2013,,,City Airport,44.99
60022,6024977,Vrachtterminal,01/08/2013,,,City Airport,99.99
60032,60032,Arctic Sneeuwscooter,01/06/2014,,,City Arctic,5.99
60033,60033,Arctic IJscrawler,01/06/2014,,,City Arctic,14.99
60034,60034,Arctic Helikopterkraan,01/06/2014,,,City Arctic,29.99
60035,60035,Arctic Voorpost,01/06/2014,,,City Arctic,44.99
60036,60036,Arctic basiskamp,01/06/2014,,,City Arctic,99.99
60062,60062,Arctic ijsbreker,01/06/2014,,,City Arctic,109.99
60064,60064,Arctic bevoorradingsvliegtuig,01/06/2014,,,City Arctic,54.99
60011,6024980,Surfer redding,01/06/2013,,,City Coast Guard,5.99
60012,6024982,4x4 & Duikersboot,01/06/2013,,,City Coast Guard,12.99
60014,6024986,Kustwacht patrouille,01/06/2013,,,City Coast Guard,69.99
60015,60015,Kustwacht vliegtuig,01/06/2013,,,City Coast Guard,44.99
66476,66476,NL/50066476,01/02/2014,,,City Police,35.97
66492,66492,NL/50066492,01/09/2014,,,City Police,85.97
60000,6021696,Brandweermotor,01/01/2013,,,City Fire,5.99
60001,6021676,Brandweercommandant,01/01/2013,,,City Fire,9.99
60002,6021707,Brandweertruck,01/01/2013,,,City Fire,19.99
60003,6021709,Brandalarm,01/01/2013,,,City Fire,29.99
60004,6021713,Brandweerkazerne,01/01/2013,,,City Fire,79.99
60017,6021681,Takelwagen,01/03/2013,,,City Great Vehicles,19.99
60025,6025046,Grand Prix truck,01/06/2013,,,City Great Vehicles,29.99
60053,6056695,Racewagen,01/03/2014,,,City Great Vehicles,9.99
60054,6056697,Lantaarn reparatietruck,01/03/2014,,,City Great Vehicles,9.99
60055,6056699,Monstertruck,01/03/2014,,,City Great Vehicles,9.99
60056,6056701,Sleepwagen,01/03/2014,,,City Great Vehicles,19.99
60057,6059059,Camper,01/03/2014,,,City Great Vehicles,19.99
60058,6059062,SUV met waterscooters,01/03/2014,,,City Great Vehicles,19.99
60059,6059064,Boomstammentransport,01/03/2014,,,City Great Vehicles,19.99
60060,6059138,Autotransport,01/03/2014,,,City Great Vehicles,29.99
60061,6059141,Luchthaven brandweerwagen,01/03/2014,,,City Great Vehicles,29.99
4201,4201,Kiepwagen met laadschop,01/06/2012,,,City Mining,14.99
4203,4203,Graafmachinetransport,01/06/2012,,,City Mining,34.99
4204,4204,De mijn,01/06/2012,,,City Mining,89.99
4437,4437,Politieachtervolging,01/01/2012,,,City Police,14.99
4439,4439,Vrachthelikopter,01/01/2012,,,City Police,47.99
60006,6021698,Politie quad,01/01/2013,,,City Police,5.99
60007,6021721,Snelle achtervolging,01/01/2013,,,City Police,29.99
60008,6021723,Museum inbraak,01/01/2013,,,City Police,69.99
60009,60009,Helikopter boevenjacht,01/01/2013,,,City Police,59.99
60041,6059001,Motorachtervolging,01/01/2014,,,City Police,5.99
60042,6059004,Boevenjacht,01/01/2014,,,City Police,14.99
60043,6059007,Gevangenentransport,01/01/2014,,,City Police,19.99
60044,6059034,Mobiele Politiepost,01/01/2014,,,City Police,29.99
60045,6059042,Politiepatrouille,01/01/2014,,,City Police,44.99
60046,6059046,Helikopter Patrouille,01/01/2014,,,City Police,64.99
60047,6059048,Politiebureau,01/01/2014,,,City Police,99.99
60048,60048,Politie hondenpatrouille,01/01/2014,,,City Police,29.99
60049,60049,Helikoptertransport,01/01/2014,,,City Police,44.99
60023,6024997,LEGOÂ® City startset,01/06/2013,,,City Town,24.99
60026,60026,Stadsplein,01/06/2013,,,City Town,109.99
60063,60063,LEGOÂ® City Adventkalender,01/09/2014,,,City Town,24.99
7938,7938,Passagierstrein,01/08/2010,,,City Trains,119.99
7939,7939,Vrachttrein,01/08/2010,,,City Trains,169.99
10211,10211,Grand Emporium,01/06/2010,,,Creator Expert,149.99
10224,10224,Gemeentehuis,01/06/2012,,,Creator Expert,179.99
10226,10226,Sopwith Camel,01/09/2012,,,Creator Expert,99.99
10233,10233,Horizon Express,01/04/2013,,,Creator Expert,109.99
10235,10235,Winter dorpsmarkt,01/01/2014,,,Creator Expert,99.99
41050,6061725,Ariels wonderbaarlijke schatten,01/03/2014,,,Disney Princess,12.99
41051,6061730,Merida's highland games,01/03/2014,,,Disney Princess,19.99
41052,6061734,Ariels magische kus,01/03/2014,,,Disney Princess,32.99
41053,6061736,Assepoesters betoverde koets,01/03/2014,,,Disney Princess,32.99
41054,6061738,Rapunzels toren,01/03/2014,,,Disney Princess,44.99
41055,6061742,Assepoesters romantische kasteel,01/03/2014,,,Disney Princess,74.99
6785,6785,Creatieve taartjes,01/08/2012,,,DUPLO My First,29.99
10552,6024770,Creatieve auto's,01/01/2013,,,DUPLO My First,19.99
10553,6024773,Peuter bouwen en spelen,01/01/2013,,,DUPLO My First,14.99
10554,6024779,Peuter bouwen en rijden,01/01/2013,,,DUPLO My First,19.99
10557,10557,LEGOÂ® DUPLOÂ® grote toren,01/06/2013,,,DUPLO My First,59.99
10561,6024836,Peuter beginbouwset,01/01/2013,,,DUPLO My First,17.99
10566,6059051,Creatieve picknick,01/01/2014,,,DUPLO My First,29.99
10567,6059058,Peuter bouw- en bootblokken,01/01/2014,,,DUPLO My First,19.99
10570,6059067,LEGOÂ® DUPLOÂ® alles-in-Ã©Ã©n cadeauset,01/01/2014,,,DUPLO My First,19.99
10571,6059070,LEGOÂ® DUPLOÂ® alles-in-Ã©Ã©n roze doos,01/01/2014,,,DUPLO My First,29.99
10572,6059072,LEGOÂ® DUPLOÂ® alles-in-Ã©Ã©n doos,01/01/2014,,,DUPLO My First,29.99
10573,6060859,Creatieve dieren,01/01/2014,,,DUPLO My First,14.99
10574,6060861,Creatieve ijsjes,01/01/2014,,,DUPLO My First,14.99
10575,10575,LEGOÂ® DUPLOÂ® Creatieve bouwkubus,01/01/2014,,,DUPLO My First,24.99
10512,6024838,Jake's schattenjacht,01/06/2013,,,DUPLO Jake,14.99
10513,6024854,Nooitgedachtland schuilplaats,01/06/2013,,,DUPLO Jake,24.99
10514,6024857,Jake's piratenschip Bucky,01/06/2013,,,DUPLO Jake,54.99
10526,10526,Peter Pan op bezoek,01/08/2014,,,DUPLO Jake,32.99
10539,10539,Strandrace,01/08/2014,,,DUPLO Jake,26.99
10558,6024812,Getallentrein,01/01/2013,,,DUPLO My First,19.99
4962,4962,Baby dierentuin,01/01/2006,,,DUPLO Town,12.99
5679,5679,Politiemotor,01/01/2011,,,DUPLO Town,9.99
5682,5682,Brandweerwagen,01/01/2011,,,DUPLO Town,29.99
6156,6156,Op safari,01/01/2012,,,DUPLO Town,69.99
6168,6168,Brandweerkazerne,01/01/2012,,,DUPLO Town,59.99
6169,6169,Brandweercommandant,01/01/2012,,,DUPLO Town,9.99
10500,6024818,Paardenstal,01/01/2013,,,DUPLO Town,29.99
10504,6024821,Groot circus,01/01/2013,,,DUPLO Town,39.99
10505,6024823,Speelhuis,01/01/2013,,,DUPLO Town,59.99
10506,6069958,Trein accessoires set,01/06/2013,,,DUPLO Town,19.99
10507,6069961,Mijn eerste treinset,01/06/2013,,,DUPLO Town,54.99
10508,6069963,Luxe treinset,01/06/2013,,,DUPLO Town,119.99
66494,66494,NL/50066494,01/09/2014,,,DUPLO Town,84.97
10519,6033094,Vuilniswagen,01/01/2013,,,DUPLO Town,19.99
10520,6033097,Wegenbouwmachine,01/01/2013,,,DUPLO Town,19.99
10521,6061837,Kalfje,01/01/2014,,,DUPLO Town,7.99
10522,6061840,Boerderijdieren,01/01/2014,,,DUPLO Town,9.99
10524,6061842,Landbouwtractor,01/01/2014,,,DUPLO Town,19.99
10525,6061844,Grote boerderij,01/01/2014,,,DUPLO Town,64.99
10527,6061846,Ambulance,01/01/2014,,,DUPLO Town,14.99
10528,10528,Schoolbus,01/06/2014,,,DUPLO Town,19.99
10529,6061850,Truck,01/01/2014,,,DUPLO Town,14.99
10532,6061852,Politie,01/01/2014,,,DUPLO Town,24.99
10546,6061854,Supermarkt,01/01/2014,,,DUPLO Town,24.99
10550,6024824,Circustransport,01/01/2013,,,DUPLO Town,19.99
10568,10568,Riddertoernooi,01/06/2014,,,DUPLO Town,9.99
10569,10569,Schatkist Aanval,01/06/2014,,,DUPLO Town,29.99
10576,6060879,Dieren verzorgen,01/01/2014,,,DUPLO Town,7.99
10577,10577,Groot Koningskasteel,01/06/2014,,,DUPLO Town,64.99
10509,6024860,Dusty en Chug,01/08/2013,,,DUPLO Planes TM,17.99
10510,6024864,Ripslinger's Air Race,01/08/2013,,,DUPLO Planes TM,29.99
10511,6024868,Skippers vliegschool,01/08/2013,,,DUPLO Planes TM,39.99
10538,10538,Brandweer- en Reddingsteam,01/08/2014,,,DUPLO Planes TM,32.99
6153,6153,Assepoesters koets,01/03/2012,,,DUPLO Princess TM,24.99
6154,6154,Assepoesters kasteel,01/03/2012,,,DUPLO Princess TM,59.99
10515,6024870,Ariel's onderzeese kasteel,01/01/2013,,,DUPLO Princess TM,29.99
10542,6061865,Het sprookje van Doornroosje,01/01/2014,,,DUPLO Princess TM,39.99
10543,10543,SupermanÂ Reddingsactie,01/08/2014,,,DUPLO Super Heroes,19.99
10545,10545,Batgrot Avontuur,01/08/2014,,,DUPLO Super Heroes,54.99
44015,6058903,EVO WALKER,01/03/2014,,,Hero Factory,9.99
44016,6058906,KAAKBEEST VS. STORMER,01/03/2014,,,Hero Factory,9.99
44017,6058909,STORMER VRIESMACHINE,01/03/2014,,,Hero Factory,14.99
44018,6058913,FURNO Jet Machine,01/03/2014,,,Hero Factory,14.99
44019,6058916,ROCKA Stealth Machine,01/03/2014,,,Hero Factory,14.99
44020,6058920,VLIEGBEEST VS. BREEZ,01/03/2014,,,Hero Factory,14.99
44021,6058988,SPLIJTBEEST VS. FURNO & EVO,01/03/2014,,,Hero Factory,19.99
44022,6058991,EVO XL Machine,01/03/2014,,,Hero Factory,26.99
44023,44023,ROCKA Crawler,01/08/2014,,,Hero Factory,9.99
44024,44024,TUNNELBEEST vs. SURGE,01/08/2014,,,Hero Factory,9.99
44025,44025,BULK Boormachine,01/08/2014,,,Hero Factory,14.99
44026,44026,KRISTALBEEST vs. BULK,01/08/2014,,,Hero Factory,14.99
44027,44027,BREEZ Springmachine,01/08/2014,,,Hero Factory,14.99
44028,44028,SURGE & ROCKA Vechtmachine,01/08/2014,,,Hero Factory,32.99
44029,44029,KONINGINNEBEEST vs. FURNO. EVO & STORMER,01/08/2014,,, Hero Factory,44.99
10659,6024642,Voertuigenkoffer,01/01/2013,,,Juniors,27.99
10660,6024645,Huizenkoffer,01/01/2013,,,Juniors,27.99
10665,6061870,Spider-ManÂ: Spider-Car achtervolging,01/03/2014,,,Juniors,12.99
10666,6061872,Graafmachine,01/03/2014,,,Juniors,9.99
10667,6061875,Bouwplaats,01/03/2014,,,Juniors,19.99
10668,6061878,Prinses speelkasteel,01/03/2014,,,Juniors,19.99
10669,10669,Turtles Hoofdkwartier,01/06/2014,,,Juniors,19.99
10671,10671,Brandalarm,01/06/2014,,,Juniors,19.99
10672,6061889,BatmanÂ: Verdedig de Batgrot,01/03/2014,,,Juniors,34.99
10673,6061892,Racewagen rally,01/03/2014,,,Juniors,32.99
10674,6061894,Pony boerderij,01/03/2014,,,Juniors,32.99
10675,6061896,Politie Â de grote ontsnapping,01/03/2014,,,Juniors,32.99
10676,10676,Ridderkasteel,01/06/2014,,,Juniors,49.99
21002,21002,NL/50021002,27/01/2011,,,LEGO Architecture,19.99
21003,21003,NL/50021003,27/01/2011,,,LEGO Architecture,19.99
21005,21005,NL/50021005,30/10/2012,,,LEGO Architecture,89.99
21009,21009,NL/50021009,01/04/2011,,,LEGO Architecture,59.99
21011,21011,Brandenburgse Poort,01/09/2011,,,LEGO Architecture,34.99
21012,21012,Sydney Opera House,01/03/2012,,,LEGO Architecture,39.99
21014,21014,Villa Savoye,01/01/2014,,,LEGO Architecture,69.99
21015,21015,De scheve toren van Pisa,01/06/2013,,,LEGO Architecture,34.99
21017,21017,Imperial Hotel,01/03/2013,,,LEGO Architecture,129.99
21018,21018,Hoofdkwartier van de Verenigde Naties,01/10/2013,,,LEGO Architecture,49.99
7346,7346,Huis aan zee,01/06/2012,,,LEGO Creator,44.99
31002,6024487,Super racer,01/01/2013,,,LEGO Creator,11.99
31003,6024489,Rode rotors,01/01/2013,,,LEGO Creator,11.99
31004,6024468,Flitsende vlieger,01/01/2013,,,LEGO Creator,11.99
31005,6024491,Transportwagen,01/01/2013,,,LEGO Creator,15.99
31006,6024493,Snelle racewagen,01/01/2013,,,LEGO Creator,19.99
31007,6024509,Power Robot,01/01/2013,,,LEGO Creator,19.99
31008,6024512,Thunder Wings,01/01/2013,,,LEGO Creator,19.99
31009,6024452,Vakantiehuisje,01/01/2013,,,LEGO Creator,27.99
31010,6024461,Boomhuis,01/06/2013,,,LEGO Creator,32.99
31011,6024514,Vliegavonturen,01/06/2013,,,LEGO Creator,54.99
31012,6024465,Familiehuis,01/06/2013,,,LEGO Creator,69.99
31013,6060851,Red Thunder,01/03/2014,,,LEGO Creator,5.99
31014,6060865,Power Digger,01/03/2014,,,LEGO Creator,5.99
31015,6060873,Emerald Express,01/03/2014,,,LEGO Creator,5.99
31017,6060875,Sunset Speeder,01/03/2014,,,LEGO Creator,9.99
31018,6060877,Highway Cruiser,01/03/2014,,,LEGO Creator,9.99
31019,6060880,Bosdieren,01/03/2014,,,LEGO Creator,17.99
31020,6060883,Twinblade avonturen,01/03/2014,,,LEGO Creator,14.99
31021,6060885,Snoezige dieren,01/03/2014,,,LEGO Creator,17.99
31022,6060888,Turbo Quad,01/03/2014,,,LEGO Creator,19.99
31023,31023,Gele Racers,01/06/2014,,,LEGO Creator,26.99
31024,31024,Machtige Motoren,01/06/2014,,,LEGO Creator,32.99
31025,6060892,Berghut,01/03/2014,,,LEGO Creator,44.99
31026,31026,Fietswinkel & CafÃ©,01/06/2014,,,LEGO Creator,79.99
21102,21102,Micro World: De Eerste Nacht,01/06/2012,,,Minecraft,34.99
21103,21103,DeLorean tijdmachine,01/08/2013,,,LEGO Ideas,39.99
21106,21106,Micro World Â The Nether,01/05/2014,,,Minecraft,34.99
21105,21105,Micro World Â The Village,01/05/2014,,,Minecraft,34.99
21118,21118,NL/50021118,01/11/2014,,,Minecraft,99.99
3185,3185,Paardenkamp,01/06/2012,,,LEGO Friends,99.99
3186,3186,Emma's paardentrailer,01/08/2012,,,LEGO Friends,24.99
3315,3315,Olivia's huis,01/03/2012,,,LEGO Friends,74.99
41000,6024543,Plezier op het water,01/01/2013,,,LEGO Friends,5.99
41003,6024519,Olivia's veulentje,01/01/2013,,,LEGO Friends,9.99
41004,6024522,Oefenzaal,01/01/2013,,,LEGO Friends,19.99
41005,6024532,Heartlake school,01/08/2013,,,LEGO Friends,54.99
41006,6024526,Bakkerij,01/08/2013,,,LEGO Friends,24.99
41007,6024560,Heartlake Dierensalon,01/01/2013,,,LEGO Friends,32.99
41008,6024534,Heartlake zwembad,01/01/2013,,,LEGO Friends,39.99
41009,6024515,AndreaÂs slaapkamer,01/08/2013,,,LEGO Friends,9.99
41010,6024506,OliviaÂs strandbuggy,01/08/2013,,,LEGO Friends,9.99
41013,6024536,EmmaÂs sportwagen,01/08/2013,,,LEGO Friends,14.99
41015,6024549,Dolfijn cruiser,01/08/2013,,,LEGO Friends,79.99
41026,6059293,Sunshine Oogst,01/01/2014,,,LEGO Friends,19.99
41027,6059295,Mia's limonadekraam,01/01/2014,,,LEGO Friends,9.99
41028,6059297,Emma's reddingspost,01/01/2014,,,LEGO Friends,9.99
41029,6059300,Stephanie's lammetje,01/01/2014,,,LEGO Friends,9.99
41030,41030,OliviaÂs ijskar,01/06/2014,,,LEGO Friends,9.99
41031,41031,AndreaÂs berghut,01/06/2014,,,LEGO Friends,9.99
41032,41032,Eerste Hulp Junglebike,01/06/2014,,,LEGO Friends,14.99
41033,41033,Junglewaterval reddingsactie,01/06/2014,,,LEGO Friends,19.99
41034,41034,Zomercaravan,01/06/2014,,,LEGO Friends,26.99
41035,6059302,Heartlake juicebar,01/01/2014,,,LEGO Friends,32.99
41036,41036,Junglebrug reddingsactie,01/06/2014,,,LEGO Friends,32.99
41037,6059304,Stephanie's strandhuis,01/01/2014,,,LEGO Friends,44.99
41038,41038,Jungle reddingsbasis,01/06/2014,,,LEGO Friends,54.99
41039,6059306,Sunshine Ranch,01/01/2014,,,LEGO Friends,79.99
41040,41040,LEGOÂ® Friends Adventkalender,01/09/2014,,,LEGO Friends,24.99
41041,6061926,Het paradijsje van Schildpad,01/01/2014,,,LEGO Friends,4.49
41042,6061932,De tempel van Tijger,01/01/2014,,,LEGO Friends,4.49
41043,6061935,De speeltuin van PinguÃ¯n,01/01/2014,,,LEGO Friends,4.49
41044,41044,De fontein van Papegaai,01/05/2014,,,LEGO Friends,4.49
41045,41045,De bananenboom van Orang-oetan,01/05/2014,,,LEGO Friends,4.49
41046,41046,De rivier van Bruine Beer,01/05/2014,,,LEGO Friends,4.49
41047,41047,Zeehondenrots,01/09/2014,,,LEGO Friends,4.49
41048,41048,Leeuwenwelp savanne,01/09/2014,,,LEGO Friends,4.49
41049,41049,Panda bamboebos,01/09/2014,,,LEGO Friends,4.49
41056,6059308,Heartlake satellietwagen,01/01/2014,,,LEGO Friends,26.99
41057,41057,Heartlake paardenshow,01/01/2014,,,LEGO Friends,44.99
41058,41058,Heartlake winkelcentrum,01/06/2014,,,LEGO Friends,109.99
41059,41059,Jungleboom schuilplaats,01/06/2014,,,LEGO Friends,32.99
66478,66478,NL/50066478,01/02/2014,,,LEGO Friends,39.97
71004,6059136,LEGOÂ® Minifiguren - De LEGO Film serie,01/01/2014,,,LEGO Minifigures,2.49
71005,71005,LEGOÂ® Minifiguren - De SimpsonsÂ Serie,01/05/2014,,,LEGO Minifigures,2.49
71007,71007,LEGOÂ® Minifiguren - oktober Serie,15/10/2014,,,LEGO Minifigures,2.49
70800,6061105,Ontsnappings-glider,01/01/2014,,,LEGO Movie,14.99
70801,6061107,Smeltkamer,01/01/2014,,,LEGO Movie,14.99
70802,6061109,Achtervolging,01/01/2014,,,LEGO Movie,26.99
70803,6061111,Dwaas paleis,01/01/2014,,,LEGO Movie,19.99
70804,6061113,IJsmachine,01/01/2014,,,LEGO Movie,32.99
70805,6061115,Afvalkraker,01/01/2014,,,LEGO Movie,32.99
70806,6061117,Kasteelcavalerie,01/01/2014,,,LEGO Movie,32.99
70807,6061121,Metaalbaards duel,01/01/2014,,,LEGO Movie,39.99
70808,6061123,Supermotor achtervolging,01/01/2014,,,LEGO Movie,54.99
70809,6061127,Lord Business schuilplaats,01/01/2014,,,LEGO Movie,79.99
70810,70810,Metaalbaards zeekoe,01/07/2014,,,LEGO Movie,249.99
70811,70811,De Flying Flusher,01/01/2014,,,LEGO Movie,32.99
70812,70812,Creatieve hinderlaag,01/01/2014,,,LEGO Movie,44.99
70813,70813,Reddingsploeg hulptroepen,01/01/2014,,,LEGO Movie,79.99
70814,70814,EmmetÂs Construct-o-Mech,01/06/2014,,,LEGO Movie,64.99
70815,70815,Supergeheim Politie-Dropship,01/06/2014,,,LEGO Movie,89.99
70816,70816,Benny's Ruimteschip,01/06/2014,,,LEGO Movie,109.99
70200,6025184,CHI Laval,01/06/2013,,,LOC Constraction,14.99
70201,6025179,CHI Eris,01/06/2013,,,LOC Constraction,14.99
70202,6025174,CHI Gorzan,01/06/2013,,,LOC Constraction,14.99
70203,6025171,CHI Cragger,01/06/2013,,,LOC Constraction,14.99
70204,6025169,CHI Worriz,01/06/2013,,,LOC Constraction,14.99
70205,6025163,CHI Razar,01/06/2013,,,LOC Constraction,14.99
70206,70206,CHI Laval,01/06/2014,,,LOC Constraction,14.99
70207,70207,CHI Cragger,01/06/2014,,,LOC Constraction,14.99
70208,70208,CHI Panthar,01/06/2014,,,LOC Constraction,14.99
70209,70209,CHI Mungus,01/06/2014,,,LOC Constraction,14.99
70210,70210,CHI Vardy,01/06/2014,,,LOC Constraction,14.99
70211,70211,CHI Fluminox,01/06/2014,,,LOC Constraction,19.99
70212,70212,CHI Sir Fangar,01/06/2014,,,LOC Constraction,19.99
10237,10237,De toren van Orthanc,01/01/2014,,,LofTR and Hobbit,229.99
79001,79001,Ontsnapt aan de spinnen van Demsterwold,15/12/2012,,,LofTR and Hobbit,29.99
79003,79003,Een onverwachte bijeenkomst,15/12/2012,,,LofTR and Hobbit,89.99
79004,79004,Ontsnapping in een ton,15/12/2012,,,LofTR and Hobbit,49.99
79005,6025200,Duel van de tovenaars,01/06/2013,,,LofTR and Hobbit,17.99
79006,6025202,De raad van Elrond,01/06/2013,,,LofTR and Hobbit,39.99
79007,6025204,De slag bij de Zwarte Poort,01/06/2013,,,LofTR and Hobbit,79.99
79008,6025206,Piratenschip hinderlaag,01/06/2013,,,LofTR and Hobbit,119.99
79011,79011,Dol Guldur hinderlaag,15/12/2013,,,LofTR and Hobbit,29.99
79012,79012,MirkwoodÂ Elfenleger,15/12/2013,,,LofTR and Hobbit,44.99
79013,79013,Meerstad achtervolging,15/12/2013,,,LofTR and Hobbit,64.99
79014,79014,Dol Guldur veldslag,15/12/2013,,,LofTR and Hobbit,89.99
79015,79015,NL/50079015,15/10/2014,,,LofTR and Hobbit,17.99
79016,79016,NL/50079016,15/10/2014,,,LofTR and Hobbit,44.99
79017,79017,NL/50079017,15/10/2014,,,LofTR and Hobbit,79.99
79018,79018,NL/50079018,15/10/2014,,,LofTR and Hobbit,139.99
31313,6029287,LEGOÂ® MINDSTORMSÂ® EV3,01/09/2013,,,MINDSTORMS,399.99
41500,41500,FLAIN,01/03/2014,,,Mixels,4.99
41501,41501,VULK,01/03/2014,,,Mixels,4.99
41502,41502,ZORCH,01/03/2014,,,Mixels,4.99
41503,41503,KRADER,01/03/2014,,,Mixels,4.99
41504,41504,SEISMO,01/03/2014,,,Mixels,4.99
41505,41505,SHUFF,01/03/2014,,,Mixels,4.99
41506,41506,TESLO,01/03/2014,,,Mixels,4.99
41507,41507,ZAPTOR,01/03/2014,,,Mixels,4.99
41508,41508,VOLECTRO,01/03/2014,,,Mixels,4.99
41509,41509,SLUMBO,01/06/2014,,,Mixels,4.99
41510,41510,LUNK,01/06/2014,,,Mixels,4.99
41511,41511,FLURR,01/06/2014,,,Mixels,4.99
41512,41512,CHOMLY,01/06/2014,,,Mixels,4.99
41513,41513,GOBBA,01/06/2014,,,Mixels,4.99
41514,41514,JAWG,01/06/2014,,,Mixels,4.99
41515,41515,KRAW,01/06/2014,,,Mixels,4.99
41516,41516,TENTRO,01/06/2014,,,Mixels,4.99
41517,41517,BALK,01/06/2014,,,Mixels,4.99
41518,41518,GLOMP,01/09/2014,,,Mixels,4.99
41519,41519,GLURT,01/09/2014,,,Mixels,4.99
41520,41520,TORTS,01/09/2014,,,Mixels,4.99
41521,41521,FOOTI,01/09/2014,,,Mixels,4.99
41522,41522,SCORPI,01/09/2014,,,Mixels,4.99
41523,41523,HOOGI,01/09/2014,,,Mixels,4.99
41524,41524,MESMO,01/09/2014,,,Mixels,4.99
41525,41525,MAGNIFO,01/09/2014,,,Mixels,4.99
41526,41526,WIZWUZ,01/09/2014,,,Mixels,4.99
10228,10228,Spookhuis,01/01/2013,,,Monster Fighters,179.99
79100,6024693,Kraang Lab ontsnapping,01/06/2013,,,Ninja Turtles TM,14.99
79103,6024594,Aanval op het Turtle hoofdkwartier,01/06/2013,,,Ninja Turtles TM,54.99
79115,79115,TurtleVan Onderschepping,01/08/2014,,,Ninja Turtles TM,54.99
79116,79116,Big Rig Sneeuwontsnapping,01/08/2014,,,Ninja Turtles TM,89.99
79117,79117,Invasie in het Turtle Hoofdkwartier,01/08/2014,,,Ninja Turtles TM,109.99
79118,79118,Karai Bike Ontsnapping,01/05/2014,,,Ninja Turtles TM,14.99
79119,79119,Ontketend in de Mutatiekamer,01/05/2014,,,Ninja Turtles TM,26.99
79120,79120,T-Rawket Luchtaanval,01/05/2014,,,Ninja Turtles TM,39.99
79121,79121,Turtle OnderzeeÃ«r Achtervolging,01/05/2014,,,Ninja Turtles TM,79.99
79122,79122,Reddingsactie in ShredderÂs Basis,01/05/2014,,,Ninja Turtles TM,64.99
70503,6024737,De Gouden Draak,01/01/2013,,,Ninjago,29.99
70505,6024741,Tempel van het Licht,01/01/2013,,,Ninjago,69.99
70720,6060908,Zweefjager,15/12/2013,,,Ninjago,9.99
70721,6060914,Kai-jachtvlieger,15/12/2013,,,Ninjago,19.99
70722,6060917,OverBorg aanval,15/12/2013,,,Ninjago,19.99
70723,6060920,Thunder Raider,15/12/2013,,,Ninjago,32.99
70724,6060924,Ninjakopter,15/12/2013,,,Ninjago,54.99
70725,6060926,Nindroid Mecha-draak,15/12/2013,,,Ninjago,89.99
70726,70726,Destructoid,01/06/2014,,,Ninjago,32.99
70727,70727,X-1 Ninja Charger,01/06/2014,,,Ninjago,39.99
70728,70728,De Slag om Ninjago City,01/06/2014,,,Ninjago,109.99
9493,9493,X-wing StarfighterÂ,01/01/2012,,,Star Wars TM,74.99
10188,10188,Death StarÂ,15/11/2008,,,Star Wars TM,419.99
10221,10221,Super Star DestroyerÂ,01/09/2011,,,Star Wars TM,399.99
10225,10225,R2-D2Â,01/08/2012,,,Star Wars TM,179.99
10240,10240,Red Five X-wing StarfighterÂ,01/09/2013,,,Star Wars TM,229.99
75000,6025108,Clone TroopersÂ vs. DroidekasÂ,01/01/2013,,,Star Wars TM,14.99
75001,6025106,Republic TroopersÂ vs SithÂ Troopers,01/01/2013,,,Star Wars TM,14.99
75002,6025104,AT-RTÂ,01/01/2013,,,Star Wars TM,29.99
75003,6025102,A-Wing StarfighterÂ,01/01/2013,,,Star Wars TM,29.99
