PIP,SKU,NB NAME,ALL NAME,,QNTY,COST
8418204,SU8418204, Durex Sensilube Intimate Moisturising Gel, BAG BOOTS BAG STANDARD DISPENS (BUNZL RETAIL SUPPLIES LTD),1000,1,"£3,36"
2132850,GS2132850, E45 Cream Pump Pack - 500g, E45 MOISTURISING LOT (FORUM HEALTH PRODUCTS LTD), 500ML (1),1,"£4,75"
2380053,GS2380053, E45 Emollient Bath Oil - 500ml, E45 BATH OIL (FORUM HEALTH PRODUCTS LTD), 500ML (1),1,"£5,11"
2731412,GS2731412, E45 Emollient Shower Cream - 200ml, E45 SHOWER CREAM (Reckitt Benckiser ), 200ML (1),1,"£3,38"
2853331,GS2853331, E45 Itch Relief Cream - 500g, E45 ITCH RELIEF CREAM (FORUM HEALTH PRODUCTS LTD), 500G (1),1,"£14,99"
163386,GS0163386, Eludril Mouthwash - 500ml, ELUDRIL M/WASH (PIERRE FABRE LTD), 500ML (1),1,"£5,27"
3470663,GS3470663, Eucerin Dry Skin Intensive Hand Cream, EUCERIN UREA HAND CRM 5% (Beiersdorf ), 75ML (1),1,"£5,08"
2343184,GS2343184, Eucerin Intensive 10% w/w Cutaneous Emulsion, EUCERIN INT DRY SKIN LOT 10% (Beiersdorf ), 250ML (1),1,"£7,93"
3360120,GS3360120, Eucerin Intensive 10% w/w Urea Treatment Cream, EUCERIN UREA CRM 10% (Beiersdorf ), 100ML (1),1,"£7,59"
2422558,GS2422558, Exorex Cream - 100g, EXOREX CRM (TEVA), 100G (1),1,"£3,86"
2422525,GS2422525, Exorex Lotion - 100ml, EXOREX LOTION (TEVA), 100ML (1),1,"£8,11"
2422533,GS2422533, Exorex Lotion - 250ml, EXOREX LOTION (TEVA), 250ML (1),1,"£16,24"
2950251,GS2950251, Fast Aid Essentials Travel First Aid Kit, FASTAID FIRST AID KIT TRAVEL (ROBINSONCARE),1,1,"£3,77"
3604378,GS3604378, Femfresh Daily Intimate Wash 250ml, FEMFRESH INTIMATE WASH (CHURCH & DWIGHT UK LTD.), 250ML (1),1,"£1,99"
3604394,GS3604394, Femfresh Intimate Hygiene 25 Large Feminine Freshness Wipes, FEMFRESH WIPES (CHURCH & DWIGHT UK LTD.),25,1,"£1,99"
3234523,PM3234523, Fenistil Cold Sore Cream 2g, FENISTIL COLD SORE CRM (Omega Pharma), 2G (1),1,"£3,70"
172098,SU0172098, First Response Early Result Pregnancy Test, FIRST RESPONSE ONE STEP TWIN (CHURCH & DWIGHT UK LTD.),2,1,"£6,86"
3395951,GS3395951, Freederm Exoliating Facial Wash - 150ml, FREEDERM EXFOLIATING WASH (DENDRON LTD), 150ML (1),1,"£3,72"
3105145,PM3105145, Freederm Gel - 25g, FREEDERM (DENDRON LTD), 25G (1),1,"£5,56"
3661337,GS3661337, GALPHARM NRT LOZENGES 2MG, GALPHARM NRT LOZENGES 2MG (WRAFTON LABORATORIES LTD T/APERRIGO),36,1,"£2,44"
3661345,GS3661345, GALPHARM NRT LOZENGES 4MG, GALPHARM NRT LOZENGES 4MG (WRAFTON LABORATORIES LTD T/APERRIGO),36,1,"£2,44"
2922839,PM2922839, Gaviscon Aniseed Advance 300ml, GAVISCON ADV LIQ ANISEED (Reckitt Benckiser ), 300ML (1),1,"£5,82"
3229598,GS3229598, Gaviscon Double Action Tablets - 32, GAVISCON DOUB TABS (Reckitt Benckiser ),32,1,"£3,68"
3467172,GS3467172, Hedrin Once Spray Gel - 100ml, HEDRIN ONCE 4% SPRAY GEL (HEDRIN FOR THE TREATMENT OF HEAD LICE) (Thornton & Ross), 100ML (1),1,"£6,83"
2253839,PM2253839, Imodium Classic Caps 18, IMODIUM CAP 2MG (JOHNSON&JOHNSON LTD.),18,1,"£1,88"
2894947,SU2894947, Jungle Formula Plug In - 2, JUNGLE FORM PLUG IN (Omega Pharma),1,1,"£6,46"
3566148,GS3566148, Kalms Night Tablets, KALMS SLEEP ONE A NIGHT (G.R.LANE HEALTH PRODUCTS LTD.),21,1,"£2,83"
234245,GS0234245, Kalms Tablets, KALMS TAB (G.R.LANE HEALTH PRODUCTS LTD.),200,1,"£4,61"
3578564,GS3578564, Lactacyd Femina Daily Protective Wash, LACTACYD FEMININE WASH (Omega Pharma), 200ML (1),1,"£3,13"
2988350,PM2988350, Lamisil AT 1% Gel - 15g, LAMISIL AT GEL 1% (Glaxo SmithKline Consumer), 15G (1),1,"£3,58"
3397023,GS3397023, Lemsip Max All in One Liquid, LEMSIP MAX AIO LIQUID (Reckitt Benckiser ), 160ML (1),1,"£3,95"
3808318,GS3808318, Lemsip Max Honey & Ginger Flavour Fusions - 10, LEMSIP MAX FUSION HONEY & GINGER (Reckitt Benckiser ),10,1,"£3,55"
126417,PM0126417, Migraleve Double Action Pink Tabs 24, MIGRALEVE TAB PINK (JOHNSON&JOHNSON LTD.),24,1,"£5,16"
3258084,GS3258084, Murine Drops Bright & Moist Eyes - 15ml, MURINE EYE DROPS BRIGHT&MOIST (ALLOGA - CEUTA), 15ML (1),1,"£2,37"
186098,PM0186098, Murine Irritation & Redness Relief Eye Drops (P) - 10ml, MURINE EYE DROPS (ALLOGA - CEUTA), 10ML (1),1,"£2,13"
3851847,GS3851847, Neutrogena Norwegian Formula Nourishing Hand Cream with Nordic Berry, NEUTROGENA N/F H/CRM NORD BRRY (JOHNSON&JOHNSON LTD.), 75ML (1),1,"£2,56"
3711298,GS3711298, NICORETTE COOL LOZ MINT 2MG, NICORETTE COOL LOZ MINT 2MG (JOHNSON&JOHNSON LTD.),80,1,"£11,48"
3711306,GS3711306, NICORETTE COOL LOZ MINT 4MG, NICORETTE COOL LOZ MINT 4MG (JOHNSON&JOHNSON LTD.),80,1,"£11,48"
3224078,GS3224078, Nicorette Microtab Original 2mg Nicotine 100 Sublingual Tablets, NICORETTE MICRO TAB (JOHNSON&JOHNSON LTD.),100,1,"£13,12"
3598372,GS3598372, Nicorette QuickMist Duo Mouthspray - 13.2ml x 2, NICORETTE QUICKMIST DUO (JOHNSON&JOHNSON LTD.), 13.2ML (2),1,"£19,14"
2728020,GS2728020, NiQuitin Clear 21mg 24 Hour Step 1 14 Patches, NIQUITIN PATCH CLEAR 21MG (Omega Pharma),14,1,"£18,78"
2727998,GS2727998, NiQuitin Clear Step 1 Patch - 21mg, NIQUITIN PATCH CLEAR 21MG (Omega Pharma),7,1,"£9,97"
2728004,GS2728004, NiQuitin Clear Step 2 Patch - 14mg, NIQUITIN PATCH CLEAR 14MG (Omega Pharma),7,1,"£9,97"
2728012,GS2728012, NiQuitin Clear Step 3 Patch - 7mg, NIQUITIN PATCH CLEAR 7MG (Omega Pharma),7,1,"£9,97"
2885218,GS2885218, NiQuitin Fresh Mint 4mg Gum - 96, NIQUITIN GUM MINT 4MG (Omega Pharma),96,1,"£8,55"
2885200,GS2885200, NiQuitin Mint 2mg Gum - 96, NIQUITIN GUM MINT 2MG (Omega Pharma),96,1,"£8,55"
3745403,GS3745403, NiQuitin Pre-Quit Clear 21mg Patch 7 Patches, NIQUITIN PATCH PREQUIT 21MG (Omega Pharma),7,1,"£9,97"
2749539,GS2749539, Nitty Gritty Aromatherapy Head Lice Kit - 150ml, NITTY GRITTY HEAD LICE KIT (ALLOGA - CEUTA - OAKWOOD), 150ML (1),1,"£5,10"
2749554,GS2749554, Nitty Gritty Head Lice Repellent Spray - 250ml, NITTY GRITTY HEAD LICE DEFENCE (ALLOGA - CEUTA - OAKWOOD), 250ML (1),1,"£5,67"
3086121,PM3086121, Nurofen Back Pain Sustained Release Capsules - 24, NUROFEN BACK PAIN CAPS (Reckitt Benckiser ),24,1,"£4,20"
3808326,GS3808326, Nurofen Cold & Flu Relief 200mg/5mg Tablets 16 Tablets, NUROFEN COLD & FLU RELIEF (Reckitt Benckiser ),16,1,"£3,55"
3808334,GS3808334, Nurofen Day and Night Cold & Flu Tablets - 16, NUROFEN DAY & NIGHT C&F TAB (Reckitt Benckiser ),16,1,"£3,55"
3290988,PM3290988, Nurofen Express 200mg Liquid Capsules - 30, NUROFEN EXPRES LIQ CAP 200MG (Reckitt Benckiser ),30,1,"£4,39"
337667,SU0337667, ODOREATERS SUPERTUFF INSOLES, ODOREATERS SUPERTUFF INSOLES (DENDRON LTD), 1PR (1),1,"£2,52"
483065,SU0483065, ODOREATERS ULTRACOMFORT INSOLES, ODOREATERS ULTRACOMFORT INSOLES (DENDRON LTD), 1PR (1),1,"£2,21"
2794212,GS2794212, Olbas Blackcurrant Pastilles 40g, OLBAS BLACKCURRANT PASTILLES (G.R.LANE HEALTH PRODUCTS LTD.), 40G (1),1,"£1,66"
3388519,GS3388519, Oprex Actimist 2 in 1 Eye Spray 10ml, OPTREX ACTIMIST 2IN1 EYE SPRAY (Reckitt Benckiser ),1,1,"£9,91"
3388535,GS3388535, Optrex Multi Action Eye Wash 300ml, OPTREX EYE WASH MULTIACTION (Reckitt Benckiser ), 300ML (1),1,"£3,96"
3202538,GS3202538, Optrex Rehydrating Eye Drops for Dry Eyes 10ml, OPTREX EYE DROPS INTENSIVE (Reckitt Benckiser ), 10ML (1),1,"£3,23"
3345501,GS3345501, Otex Express Ear Drops 10ml, OTEX EXPRESS EAR DROPS (DENDRON LTD), 10ML (1),1,"£3,06"
2210979,GS2210979, Otrivine Adult Measured Dose Sinusitis Spray 10ml, OTRIVINE METERED SINUS SPRAY (Glaxo SmithKline Consumer), 10ML (1),1,"£2,55"
2979276,GS2979276, Panadol Actifast Tablets - 14, PANADOL ACTIFAST COMPACK (Glaxo SmithKline Consumer),14,1,"£1,79"
2342590,PM2342590, Panadol Night Tablets - 20, PANADOL NIGHTPAIN TAB (Glaxo SmithKline Consumer),20,1,"£2,61"
957142,GS0957142, Pearl Drops Smokers Stain Removing Whitening Gel, PEARL DROPS T/POLISH SMOKERS (CHURCH & DWIGHT UK LTD.), 50ML (1),1,"£1,38"
3126836,PM3126836, Pepto-Bismol Original Tabs, PEPTO BISMOL TABLETS (TEVA),24,1,"£3,67"
3137148,GS3137148, Perperation H Wipes 30, PREPARATION H WIPES (WYETH P LINES),30,1,"£2,45"
2110211,GS2110211, Phillips Milk of Magnesia Liquid - 200ml, MILK OF MAGNESIA MINT (Omega Pharma), 200ML (1),1,"£3,11"
3339199,PM3339199, Piriton Allergy Tablets - 60, PIRITON ALLERGY TABLETS (Glaxo SmithKline Consumer),60,1,"£3,56"
3664521,SU3664521, PROFOOT COMFORT INSOLES 2 PRS, PROFOOT COMFORT INSOLES 2 PRS (PROFOOT UK LTD), 2PR (1),1,"£1,74"
3568995,GS3568995, Quies Protection Auditive Foam Earplugs - 3, QUIES EARPLUGS FOAM (QUIES),6,1,"£2,10"
3567286,GS3567286, Regaine for Men Extra Strength - Single Pack, REGAINE FOR MEN (JOHNSON&JOHNSON LTD.), 60ML (1),1,"£19,84"
3289220,SU3289220, RENU MULTI-PURPOSE FLIGHT PACK, RENU MULTI-PURPOSE FLIGHT PACK (Bausch & Lomb), 60ML (2),1,"£2,83"
2905966,GS2905966, Replens Vaginal Moisturiser 6 Apps, Replens MD  - Vaginal Moisturiser (CHURCH & DWIGHT UK LTD.), 6 applicators,6,"£6,01"
800235,GS0800235, Safe & Sound Forehead Thermometer, SAFE&SOUND THERMOMETER F/HEAD (Paul Murray PLC),1,1,"£1,76"
3107836,SU3107836, Scholl Cotton Feel Flight Socks - Size 3 - 6, SCHOLL FLT SOCK COTTON 3-6 (Reckitt Benckiser ), 1PR (1),1,"£9,05"
3107844,SU3107844, Scholl Cotton Feel Flight Socks - Size 6.5 - 9, SCHOLL FLT SOCK COTTON 6.5-9 (Reckitt Benckiser ), 1PR (1),1,"£9,05"
3107869,SU3107869, Scholl Sheer Flight Socks - Size 4-6, SCHOLL FLT SOCKS SHEER 4-6 (Reckitt Benckiser ), 2PR (1),1,"£9,05"
3107851,SU3107851, Scholl Cotton Feel Flight Socks - Size 9.5 - 12, SCHOLL FLT SOCK COTTON 9.5-12 (Reckitt Benckiser ), 1PR (1),1,"£9,05"
3286135,SU3286135, Scholl Cracked Heel Repair Cream K + - 60ml, SCHOLL CRACKED HEEL REP CR K+ (Reckitt Benckiser ), 60ML (1),1,"£3,88"
3678745,SU3678745, Scholl Dry Skin Recovery Cream - 60ml, SCHOLL DRY SKIN RECOVERY CREAM (Reckitt Benckiser ), 60G (1),1,"£3,88"
3590569,SU3590569, SCHOLL SHOCK ABSORBING INSOLES, SCHOLL SHOCK ABSORBING INSOLES (Reckitt Benckiser ),1,1,"£3,95"
3352952,SU3352952, Scholl Toe Nail Scissors, SCHOLL TOE NAIL SCISSORS (Reckitt Benckiser ),1,1,"£5,17"
3214004,GS3214004, Senokot Max Strength Tabs 48, SENOKOT TAB MAX STRENGTH (Reckitt Benckiser ),48,1,"£5,17"
257543,PM0257543, Senokot Tablets - 100, SENOKOT TAB (Reckitt Benckiser ),100,1,"£5,49"
3780681,GS3780681, Sensodyne Daily Care Gel Toothpaste, SENSODYNE T/PST DCARE COOL GEL (Glaxo SmithKline Consumer), 75ML (1),1,"£2,73"
3780657,GS3780657, Sensodyne Gentle Whitening Fluoride Toothpaste, SENSODYNE T/PST GENTLE WHT (Glaxo SmithKline Consumer), 50ML (1),1,"£1,90"
2713923,GS2713923, Sensodyne Gentle Whitening Fluoride Toothpaste, SENSODYNE T/PST WHITENING (Glaxo SmithKline Consumer), 75ML (1),1,"£3,10"
3553013,SU3553013, Skins Assorted Condoms, SKINS ASSORTED (CREATIVE CONCEPTIONS LTD TA SKINS),12,1,"£3,65"
3553146,SU3553146, Skins Extra Large Condoms, SKINS EXTRA LARGE (CREATIVE CONCEPTIONS LTD TA SKINS),12,1,"£3,91"
3553070,SU3553070, Skins Natural Condoms, SKINS NATURAL (CREATIVE CONCEPTIONS LTD TA SKINS),12,1,"£3,65"
534230,GS0534230, Strepsils Honey & Lemon Lozenges - 16, STREPSILS HONEY & LEMON (Reckitt Benckiser ),24,1,"£2,39"
3292026,GS3292026, Strepsils Orange with Vitamin C Lozenges - 36, STREPSILS ORANGE + VITAMIN C (Reckitt Benckiser ),36,1,"£2,71"
3395829,GS3395829, Strepsils Strawberry Sugar Free Lozenges - 36, STREPSILS STRAWBERRY S/F (Reckitt Benckiser ),36,1,"£2,96"
3570611,GS3570611, Sudafed Blocked Nose Capsules - 24, SUDAFED BLOCKED NOSE CAPSULES (JOHNSON&JOHNSON LTD.),24,1,"£2,89"
3570603,PM3570603, Sudafed Decongestant Tablets - 12, SUDAFED DECONGESTANT TAB (JOHNSON&JOHNSON LTD.),12,1,"£1,98"
3570645,PM3570645, Sudafed Sinus Pressure & Pain Tablets - 24, SUDAFED SINUS AND PAIN (JOHNSON&JOHNSON LTD.),24,1,"£3,43"
3799210,GS3799210, Sudocrem Care & Protect Ointment, SUDOCREM CARE & PROTECT (TEVA), 50G (1),1,"£3,65"
2803252,SU2803252, SUPRANETTES EYE CLEANSE WIPES, SUPRANETTES EYE CLEANSE WIPES (ALCON EYE CARE MOV),20,1,"£2,59"
3467248,SU3467248, SWIM PLUGZ CHILD EARPLUGS, SWIM PLUGZ CHILD EARPLUGS (ROBINSONCARE),1,1,"£1,35"
2893634,SU2893634, TENA Men Level 2 Pads - 10, TENA FOR MEN LEVEL 2 (SCA HYGIENE PAPER LTD),10,1,"£3,71"
3151388,GS3151388, Thermacare Heat Wrap for Neck & Arms 3, THERMACARE NECK TO ARM (Wyeth Pharmaceuticals),2,1,"£3,91"
3595584,GS3595584, Ultra Chloraseptic Blackcurrant Throat Spray - 15ml, ULTRA CHLORASEPTIC SPR BCURRNT (ALLOGA - CEUTA), 15ML (1),1,"£3,21"
3782687,GS3782687, Vagisan Moisturising Cream, VAGISAN MOISTURISING CREAM (ACDOCO LTD), 50G (1),1,"£12,46"
2113991,GS2113991, Vaseline Intensive Care Lotion Essential Moisture - 400ml, VASELINE ESSENTIAL MILK (UNILEVER LTD), 400ML (1),1,"£3,80"
3594686,GS3594686, Wartner Walk and Verruca Remover 50ml, WARTNER WART & VERRUCA REMOVER (Omega Pharma), 50ML (1),1,"£8,40"
3028917,GS3028917, Windsetlers - 24 Capsules, WINDSETLERS GEL CAPS (Thornton & Ross),24,1,"£2,98"
480640,SU0480640, Wisdom Smokers Extra Hard Toothbrush, WISDOM T/BR SMOKERS (WISDOM TOOTHBRUSHES),1,1,"£0,90"
311787,GS0311787, Wright's Trad Coal Tar Soap 125g, WRIGHTS SOAP CRM TAR (ROBINSON YOUNG), 125G (8),1,"£0,55"
3133774,PM3133774, Zirtek Allergy Solution 150ml, ZIRTEK ALLERGY SOLUTION S/FREE (UCB Pharma), 150ML (1),1,"£3,70"
2225225,GS2225225, Zovirax Cold & Sore Cream Pump 2g, ZOVIRAX COLD SORE PUMP GSL (ACICLOVIR) (Glaxo SmithKline Consumer), 2G (1),1,"£4,28"
3520756,SU3520756, Savlon Spray Palster 40ml, N/A, N/A, N/A,"£3,69"
447664,GS0447664, Always Maxi Long Plus - 12, ALWAYS MAXI LONG PLUS (Procter & Gamble ),12,1,"£1,32"
444984,GS0444984, Always Maxi Normal Plus with Wings - 16, ALWAYS MAXI NORMAL PLUS (Procter & Gamble ),16,1,"£1,32"
3531738,PM3531738, Buscopan Cramps 20 Tablets, BUSCOPAN CRAMPS (Boehringer),20,1,"£2,64"
1030873,GS1030873, Calamine Lotion - 200ml, CARE CALAMINE LOTION BP (Thornton & Ross), 200ML (12),1,"£96,00"
3020328,PM3020328, Canesten Oral & Cream Duo 150mg - 10g, CANESTEN ORAL DUO PACK,1,1,"£8,26"
2764793,PM2764793, Clarityn Allergy Tablets (P) - 60, CLARITYN ALLERGY TABLETS,60,1,"£8,85"
3286168,GS3286168, Clearasil Ultra Deep Pore Treatment Scrub - 125ml, CLEARASIL ULTRA SCRUB WASH (Reckitt Benckiser ), 125ML (1),1,"£3,75"
2668721,GS2668721, Colief Infant Drops, COLIEF INFANT DROPS (FORUM HEALTH PRODUCTS LTD), 7ML (1),1,"£8,40"
153510,GS0153510, Compeed Blister Relief Medium 5's, COMPEED BLIS HYDRO MD (JOHNSON&JOHNSON LTD.),5,1,"£2,78"
2473296,GS2473296, Compeed Overnight Cracked Heel cream 75ml, COMPEED DRY/CRACK SKIN (JOHNSON&JOHNSON LTD.), 75ML (1),1,"£2,92"
3712148,GS3712148, Corsodyl daily Fresh Mint Mouthwash 500ml, CORSODYL DAILY M/W F/MINT A/F (Glaxo SmithKline Consumer), 500ML (1),1,"£3,03"
347013,GS0347013, Corsodyl Original Mouthwash - 300ml, CORSODYL M/WASH 0.2% (Glaxo SmithKline Consumer), 300ML (1),1,"£2,51"
880476,GS0880476, Cuticura Mildly Medicated Talcum Powder - 150g, CUTICURA MEDICATED TALC (GODREJ CONSUMER PRODUCTS), 150G (1),1,"£1,83"
3194057,GS3194057, Deep Heat Patches - 4, DEEP HEAT PATCH (ALLOGA - THE MENTHOLATUM CO LTD),4,1,"£3,91"
50294,GS0050294, Dioralyte Natural Powder Sachets - 6, Dioralyte  - Rehydration Salt Sachet (Sanofi-Aventis), 4 g sachet (natural) 6 units,6,"£2,25"
3668829,SU3668829, Durex Close Feel Condoms, DUREX CLOSE FEEL (Reckitt Benckiser ),10,1,"£5,71"
2380046,GS2380046, E45 Emollient Bath Oil - 250ml, E45 BATH (FORUM HEALTH PRODUCTS LTD), 250ML (1),1,"£3,19"
2533685,GS2533685, ENO Original Fruit Salts - 150g, ENO FRUIT SALTS (Glaxo SmithKline Consumer), 150G (1),1,"£2,21"
2343176,GS2343176, Eucerin Dry Skin Replenishing Cream 5% Urea - 75ml, EUCERIN UREA CRM 5% (Beiersdorf ), 75ML (1),1,"£5,72"
434845,GS0434845, Femfresh Deodorant Spray 125ml, FEMFRESH DEODORANT SPRAY (CHURCH & DWIGHT UK LTD.), 125ML (1),1,"£1,69"
3212891,GS3212891, Flexitol Hnd Balm - 55g, FLEXITOL HAND BALM (Thornton & Ross), 56G (1),1,"£3,33"
3229614,GS3229614, Gaviscon Double Action Mint Liquid - 300ml, GAVISCON DOUB LIQ MINT (Reckitt Benckiser ), 300ML (1),1,"£5,11"
476937,GS0476937, Gaviscon Peppermint Liquid Relief - 300ml, GAVISCON ORIG LIQ MINT (Reckitt Benckiser ), 300ML (1),1,"£4,33"
2390169,GS2390169, learasil Stayclear Skin Perfecting wash 150ml, CLEARASIL STAY CLR PERFCT WASH (Reckitt Benckiser ), 150ML (1),1,"£1,97"
365809,GS0365809, Lemsip Cold & Flu Blackcurrant Sachets - 10, LEMSIP COLD & FLU BLACKCURRANT (Reckitt Benckiser ),10,1,"£2,26"
3168226,GS3168226, Lemsip Max Cold & Flu Blackcurrant Sachets - 10, LEMSIP MAX SACH BLACKCURRANT (Reckitt Benckiser ),10,1,"£3,04"
2531101,GS2531101, Lemsip Max Cold & Flu Capsules, LEMSIP MAX CAPSULES (Reckitt Benckiser ),16,1,"£2,58"
3403094,GS3403094, Nicorette Invisi-Patch 25mg Nicotine Patches - 7, NICORETTE INVISIPATCH 25MG (JOHNSON&JOHNSON LTD.),7,1,"£9,97"
2815611,GS2815611, Oilatum Cream 500ml, Oilatum  - Emollient Cream (Glaxo SmithKline Consumer), 1 unit (500ml liquid),500,"£4,99"
2971059,GS2971059, Optrex Refreshing Eye drops for Tired eyes, OPTREX EYE DROPS REFRESHING (Reckitt Benckiser ), 10ML (1),1,"£2,90"
3342532,GS3342532, Optrex soothing eye drops for Itchy eyes, OPTREX EYE DROPS ITCHY EYES (Reckitt Benckiser ), 10ML (1),1,"£2,90"
2760270,GS2760270, Orajel Mouth Gel 5.3g, ORAJEL MOUTH GEL (CHURCH & DWIGHT UK LTD.), 5.3G,1,"£2,86"
800235,GS0800235, Safe & Sound Forehead Thermometer, SAFE&SOUND THERMOMETER F/HEAD (Paul Murray PLC),1,1,"£1,76"
3571650,SU3571650, Scholl Fungal Nail Treatment - 3.8ml, SCHOLL FUNGAL NAIL TREATMENT (Reckitt Benckiser ), 3.8ML (1),1,"£12,94"
3107885,SU3107885, Scholl Sheer Flight Socks - Size 6.5-8, SCHOLL FLT SOCK SHEER 6.5-8 (Reckitt Benckiser ), 2PR (1),1,"£9,05"
206466,GS0206466, Seabond Original Denture Fixative Lower Seals - 15, SEABOND DENT FIX LOWERS (ALLOGA - CEUTA),1,1,"£2,27"
206474,GS0206474, Seabond Original Denture Fixative Upper Seals - 15, SEABOND DENT FIX UPPERS (ALLOGA - CEUTA),1,1,"£2,27"
247031,GS0247031, TCP Liquid 200ml, TCP ANTISEPTIC LIQUID (Omega Pharma), 200ML (1),1,"£2,91"
3606050,SU3606050, TENA Lady Light Liners - 24, LIGHTS BY TENA LINER (SCA HYGIENE PAPER LTD),24,1,"£2,00"
2893642,SU2893642, TENA Men Level 1 Pads - 12, TENA MEN LEVEL 1 (SCA HYGIENE PAPER LTD),12,1,"£3,71"
3151677,GS3151677, Thermacare Heat Stretch Wrap for Lower Back & Hip - 2, THERMACARE BACK&HIP WRAP (Wyeth Pharmaceuticals),2,1,"£3,91"
3490240,PM3490240, Tixylix Chesty Cough 6 Years 100ml, TIXYLIX CHESTY COUGH  S/F (Glaxo SmithKline Consumer), 100ML (1),1,"£2,14"
367441,GS0367441, Vaseline Hand and Nail Lotion - 75ml, VASELINE HAND & NAIL (UNILEVER LTD), 75ML (1),1,"£3,89"
2921195,GS2921195, Veet Wax Strips with Easy Grip, VEET WAX STRIPS SENSITIVE (Reckitt Benckiser ),20,1,"£4,52"
3594678,GS3594678, Wartner Walk and Verruca Remover 1.5, WARTNER VERRUCA & WART REM PEN (Omega Pharma), 1.5ML (1),1,"£6,46"
2544716,GS2544716, Wind-eze 20 Capsules, WINDEZE GEL CAP (TEVA),20,1,"£2,71"
