chain,name,country,area,price,rooms
Independent,"Bomalu",Nicaragua,"Desde el cruce Peñitas - Poneloya 900 metros al sur, 10000 Las Peñitas, Nicaragua","US$29","Hotel Rooms: 7"
Independent,"Hotel Ivania´s",Nicaragua,"Calle el Calvario 3 1/2 c al oeste, 000-000-0 Masaya, Nicaragua","US$53","Hotel Rooms: 17"
Independent,"Hotel Morgut",Nicaragua,"De Plaza Inter, 1c al oeste, 00011 Managua, Nicaragua","US$53","Hotel Rooms: 14"
Independent,"Hotel Hex Estelí",Nicaragua,"Km 149 Carretera Panamericana, 050-088-4 Estelí, Nicaragua","US$82","Hotel Rooms: 49"
Independent,"Hotel Don Vito",Nicaragua,"PARQUE INFANTIL 1 1/2 CUADRA AL ESTE, 10000 Estelí, Nicaragua","US$66","Hotel Rooms: 36"
Independent,"Hotel Antigua Estación Granada",Nicaragua,"Frente al parque de los poetas, 43000 Granada, Nicaragua","US$57","Hotel Rooms: 11"
Independent,"Hotel Dulce Hogar & Spa",Nicaragua,"Avenida Principal Altamira, 449 Contiguo Pintura Sur ,Del BDF 1/2 cuadra al Sur, 00505 Managua, Nicaragua","US$50","Hotel Rooms: 8"
Independent,"Sunrise Hotel",Nicaragua,"Via principal, 82100 Big Corn Island, Nicaragua","US$47","Hotel Rooms: 15"
Independent,"El Coco Azul",Nicaragua,"Avenida del Parque, 48600 San Juan del Sur, Nicaragua","US$47","Hotel Rooms: 6"
Independent,"Hotel Los Balcones Leon",Nicaragua,"De la esquina de los bancos 1c al este, 10000 León, Nicaragua","US$64","Hotel Rooms: 20"
Independent,"Hotel El Internacional",Nicaragua,"Calle La Islita (2 blocks south and half a block east of the La Colonia supermarket), 050-088-4 Granada, Nicaragua","US$34","Hotel Rooms: 5"
Independent,"Hotel Colibri",Nicaragua,"Colonial Los Robles, de Funeraria Monte de Los Olivos 1c norte y 1 1/2 c Oeste, #9, Managua 505, , 000-000-0 Managua, Nicaragua","US$52","Hotel Rooms: 10"
Independent,"The Surfing Donkey - Deluxe",Nicaragua,"Calle La Calzada casa #424, Del Parque Central 3 1/2 cuadras al lago, frente el Colegio Carlos A. Bravos, 43000 Granada, Nicaragua","US$43","Hotel Rooms: 9"
Independent,"Hotel Hamacas",Nicaragua,"Del Muelle San Jorge 100 metros Oeste 25 metros Sur, 050-088-4 San Jorge, Nicaragua","US$39","Hotel Rooms: 18"
Independent,"Hotel Vanderbilt",Nicaragua,"Iglesia El Carmen 100 metros al Norte 50 metros al Oeste, Managua, Nicaragua","US$48","Hotel Rooms: 12"
Independent,"Hotel Kekoldi de Granada",Nicaragua,"Calle Consulado No. 315, 050-088-4 Granada, Nicaragua","US$59","Hotel Rooms: 12"
Independent,"Hotel Los Balcones de Chinandega",Nicaragua,"1 Avenida Este, entre Calle Central y 1 Calle Norte, 56565 Chinandega, Nicaragua","US$62","Hotel Rooms: 18"
Independent,"Hotel Casa De Angeles",Nicaragua,"80 Los Robles Del Registro Central De Las Personas 1 Cuadra Al Este 1/2 Al Sur, 31 calle sureste, 14006 Managua, Nicaragua","US$29","Hotel Rooms: 6"
Independent,"Altos de Fontana",Nicaragua,"15 Avenida Sureste,  500 m. al sur de Villa Fontana del Club Terraza, Managua, Nicaragua","US$123","Hotel Rooms: 15"
Independent,"Executive Managua",Nicaragua,"De la Policinica Nicaraguense 50 vrs. al Oeste, a un costado de las Pipitos, Bolonia, 00011 Managua, Nicaragua","US$76","Hotel Rooms: 15"
Independent,"Hotel El Familiar Granada",Nicaragua,"Parque Central 100 mts al Este, 100 mts al Sur, 50 mts al este Centro Histórico Granada Calle Morazán, 43000 Granada, Nicaragua","US$34","Hotel Rooms: 10"
Independent,"Hotel Ola Verde",Nicaragua,"carretera de guasacate, 00131 Popoyo, Nicaragua","US$31","Hotel Rooms: 8"
Independent,"Hotel La Polvora",Nicaragua,"Hotel La Polvora , 627 Calle La Loquera, Granada, Nicaragua","US$64","Hotel Rooms: 7"
Independent,"Hotel Encanto del Sur",Nicaragua,"san juan del sur del parque central 75 vrs al sur, 48600 San Juan del Sur, Nicaragua","US$35","Hotel Rooms: 18"
Independent,"Hotel Dalinky",Nicaragua,"200 al Oeste del Muelle, 48100 San Jorge, Nicaragua","US$54","Hotel Rooms: 22"
Independent,"Hotel Mariposa",Nicaragua,"Del Parque Arlen Siu 50 metros Sur, 21100 León, Nicaragua","US$61","Hotel Rooms: 9"
Independent,"Hotel Austria",Nicaragua,"catedral 1 cuadra al sur, 21000 León, Nicaragua","US$77","Hotel Rooms: 35"
Independent,"Hotel La Dolce Vita",Nicaragua,"De la gasolinera UNO 1 cuadra al oeste, 050-088-4 San Juan del Sur, Nicaragua","US$53","Hotel Rooms: 6"
Independent,"Hotel El Club",Nicaragua,"Calle Libertad de la Piedra Bocona,  1 Cuadra al Oeste, 050-088-4 Granada, Nicaragua","US$68","Hotel Rooms: 15"
Independent,"Hotel y Apartments Los Cisneros",Nicaragua,"Sector Bolonia; CST 2C..al Sur, 1/2 c. al este M/D .#555 Managua, Nicaragua, 50884 Managua, Nicaragua","US$30","Hotel Rooms: 20"
Independent,"Hotel Colonnade Nicaragua",Nicaragua,"Planes de Altamira del Casino Pharaohs 50 metros oeste  y 25 norte Managua, 355-533-3 Managua, Nicaragua","US$99","Hotel Rooms: 11"
Independent,"Hotel con Corazón",Nicaragua,"141, calle Santa Lucía, 50000 Granada, Nicaragua","US$72","Hotel Rooms: 15"
Independent,"HC Suites Hotel",Nicaragua,"Zona Costera, Contiguo a Casa Marina y Frente Restaurante Joseline, 47000 San Juan del Sur, Nicaragua","US$30","Hotel Rooms: 20"
Independent,"Hotel Angel Azul Managua",Nicaragua,"Villa Fontana, del Club Terraza 1c.Este, 75vrs. Norte, 60111 Managua, Nicaragua","US$82","Hotel Rooms: 8"
Independent,"Hostal Real - Los Robles",Nicaragua,"One block and 7 meters North of the Restaurant La Marsellaise, 46. Los Robles, 050-088-4 Managua, Nicaragua","US$70","Hotel Rooms: 15"
Independent,"Hotel La Mar Dulce",Nicaragua,"La Islita Street, from Supermarket La Colonia 3 blocks south., 050-088-4 Granada, Nicaragua","US$76","Hotel Rooms: 16"
Independent,"Hotel Casa San Martín",Nicaragua,"Iglesia Catedral 1 cuadra al lago Calle la Calzada., 00505 Granada, Nicaragua","US$56","Hotel Rooms: 8"
Independent,"Hotel Leon Viejo",Nicaragua,"Calle Real, s/n (40mts al este del Banco Banpro Sutiava), 10000 León, Nicaragua","US$50","Hotel Rooms: 8"
Independent,"Hotel Internacional Managua",Nicaragua,"Rotonda, Centro America Neighborhood , 10000	 Managua, Nicaragua","US$80","Hotel Rooms: 22"
Independent,"Hotel Brandts Los Robles de San Juan",Nicaragua,"Reparto San Juan, Zona Hippo, 1c al sur 1c al oeste, 90000 Managua, Nicaragua","US$70","Hotel Rooms: 18"
Independent,"Hotel El Raizon",Nicaragua,"Km 20.3 Carretera Masaya, Nindiri, 050-088-4 Masaya, Nicaragua","US$59","Hotel Rooms: 26"
Independent,"Hotel Jardin de Granada",Nicaragua,"Calle La otra Banda, contiguo a Farmacia Santa Rosa, 43000 Granada, Nicaragua","US$55","Hotel Rooms: 10"
Independent,"Hotel Europeo",Nicaragua,"Residencial Bolonia del canal 2 de TV, 75 Metros Oeste, 10000 Managua, Nicaragua","US$81","Hotel Rooms: 33"
Independent,"Hotel Glifoos",Nicaragua,"C/ Real Xalteva 205 contiguo a farmacia Praga, Granada, Nicaragua","US$26","Hotel Rooms: 7"
Independent,"Hotel Los Pinos",Nicaragua,"Reparto San Juan, Gimnasio Hercules 1C al sur 1/2 al este. #314, 10000 Managua, Nicaragua","US$79","Hotel Rooms: 16"
Independent,"Park Avenue Villas",Nicaragua,"De Restaurante El Timon 2 cuadras al norte y dos cuadras el este, 48600 San Juan del Sur, Nicaragua","US$82","Hotel Rooms: 12"
Independent,"Arenas Beach Hotel",Nicaragua,"Southwest Bay, 82100 Big Corn Island, Nicaragua","US$98","Hotel Rooms: 29"
Independent,"Hotel Vistamar Beachfront Resort & Conference Center",Nicaragua,"Playas de Pochomil, 355-533-3 Pochomil, Nicaragua","US$132","Hotel Rooms: 42"
Independent,"Hotel Finca Santo Domingo",Nicaragua,"5km de la entrada del Quino, Carretera Santo Domingo, Santa Cruz, Nicaragua","US$31","Hotel Rooms: 16"
Independent,"La Pyramide",Nicaragua,"One block south from Hercules Gym at Reparto San Juan, 10000 Managua, Nicaragua","US$47","Hotel Rooms: 10"
Independent,"Hotel Contempo",Nicaragua,"Km 11 Carretera Masaya 400Mts W, 10000 Managua, Nicaragua","US$142","Hotel Rooms: 18"
Independent,"Sunshine Hotel",Nicaragua,"50 metres from the wharf, 82100 Little Corn Island, Nicaragua","US$70","Hotel Rooms: 5"
Independent,"Hotel La Estación",Nicaragua,"Ave. Central, Zona Costera , 355-533-3 San Juan del Sur, Nicaragua","US$86","Hotel Rooms: 18"
Independent,"El Cardhu del Mar",Nicaragua,"from Pescanova 50 mts south / al sur, Las Peñitas, Nicaragua","US$70","Hotel Rooms: 1"
Independent,"Hotel Casa de Alto",Nicaragua,"14 de Septiembre street, Firemen station, half block west, 050-088-4 Granada, Nicaragua","US$47","Hotel Rooms: 7"
Independent,"Hotel Villa Americana",Nicaragua,"Planes de Altamira 12, 050-088-4 Managua, Nicaragua","US$80","Hotel Rooms: 14"
Independent,"Hotel Alcazar",Nicaragua,"Calle Paseo del Rey, Del Restaurante El Timon, 150 mts al Norte, San Juan del Sur, 48600 San Juan del Sur, Nicaragua","US$102","Hotel Rooms: 7"
Independent,"Pelican Eyes Resort and Spa",Nicaragua,"De la Parroquia 1 1/2 cuadra del este, 050-088-4 San Juan del Sur, Nicaragua","US$176","Hotel Rooms: 52"
Independent,"Paraiso Beach Hotel",Nicaragua,"Shipwreck Beach, 355-533-3 Big Corn Island, Nicaragua","US$70","Hotel Rooms: 14"
Independent,"Wayak Hotel",Nicaragua,"Villa Fontana, Frente a Club Terraza., 10000 Managua, Nicaragua","US$94","Hotel Rooms: 22"
Independent,"Hotel Patio del Malinche",Nicaragua,"Calle El Caimito, de Alcaldia 2 1/2 c. al Lago, 44100 Granada, Nicaragua","US$76","Hotel Rooms: 16"
Independent,"Hotel Casa del Consulado",Nicaragua,"Banpro 30 vrs. abajo, 43000 Granada, Nicaragua","US$72","Hotel Rooms: 13"
Independent,"Hotel Royal Chateau",Nicaragua,"Del Mercado Municipal 1 cuadra al este, 355-533-3 San Juan del Sur, Nicaragua","US$59","Hotel Rooms: 20"
Independent,"Hotel Aloha",Nicaragua,"McDonalds metrocentro, una cuadra al oeste, dos cuadras al norte 25 metros al este, 10000 Managua, Nicaragua","US$68","Hotel Rooms: 12"
Independent,"Hotel Los Arcos",Nicaragua,"Del Costado Noroeste de Catedral, 1/2 cuadra al Norte, 55555 Estelí, Nicaragua","US$54","Hotel Rooms: 32"
Independent,"Hotel SelvAzul",Nicaragua,"del triangulo 200 mts al nte., Plan de la Laguna de Apoyo, 10000 La Laguna, Nicaragua","US$46","Hotel Rooms: 10"
Independent,"Hostal Monte Cristi",Nicaragua,"caretera norte, managua, nicaragua, 11057 Managua, Nicaragua","US$33","Hotel Rooms: 6"
Independent,"HC Liri Hotel",Nicaragua,"Frente a la Playa cruzando el Puente , 050-088-1 San Juan del Sur, Nicaragua","US$43","Hotel Rooms: 9"
"Hotel Chain:
Hilton Hotels & Resorts","Hilton Princess Managua",Nicaragua,"KM 4.5, Carretera a Masaya, 10000 Managua, Nicaragua","US$209","Hotel Rooms: 104,,"
Independent,"Hotel Casa Canada",Nicaragua,"Big Corn Island, Barrio South End en frente del Hotel Sun Rise, 000-000-0 Big Corn Island, Nicaragua","US$81","Hotel Rooms: 20"
"Hotel Chain:
Holiday Inn Hotels & Resorts","Holiday Inn Convention Center",Nicaragua,"Pista Juan Pablo II , 10000 Managua, Nicaragua","US$151","Hotel Rooms: 156,,"
Independent,"Hotel Los Delfines",Nicaragua,"200 mts al sureste del muelle minicipal, Little Corn Island, Nicaragua","US$63","Hotel Rooms: 18"
Independent,"Hotel Mansion Teodolinda",Nicaragua,"Residencial Bolonia, de INTUR 1c al sur 1c al oeste, 10000 Managua, Nicaragua","US$68","Hotel Rooms: 6"
"Hotel Chain:
Crowne Plaza Hotels & Resorts","Crowne Plaza Managua",Nicaragua,"Octava Calle Sur Oeste, 101 , 3278 Managua, Nicaragua","US$180","Hotel Rooms: 140,"
Independent,"Hotel El Maltese",Nicaragua,"Plaza España 50 mts al Sur - Malecón de Granada, 11101 Granada, Nicaragua","US$44","Hotel Rooms: 11"
Independent,"Hotel Villa Paraiso",Nicaragua,"Playa Santo Domingo, 48700 Santo Domingo, Nicaragua","US$108","Hotel Rooms: 25"
Independent,"Marsella Beach Front",Nicaragua,"Playa Marsella 0001, 48600 San Juan del Sur, Nicaragua","US$39","Hotel Rooms: 14"
Independent,"Hotel Don Carmelo",Nicaragua,"Ciudad Jardin, de la Clinica Santa Maria una cuadra al Oeste, 10000 Managua, Nicaragua","US$41","Hotel Rooms: 15"
Independent,"Hotel Colonial",Nicaragua,"una cuadra de la playa, 000-000-0 San Juan del Sur, Nicaragua","US$55","Hotel Rooms: 12"
Independent,"Hotel La Bocona",Nicaragua,"Calle La Libertad 1 Cuadra al Oeste del BAC, 10000 Granada, Nicaragua","US$66","Hotel Rooms: 6"
"Hotel Chain:
Best Western","Best Western Las Mercedes Leon",Nicaragua,"Catedral 50 mts al Norte , 21000 León, Nicaragua","US$79","Hotel Rooms: 20,,"
Independent,"Casa La Merced",Nicaragua,"Calle Real frente a la Iglesia La Merced, 557-115-1 Granada, Nicaragua","US$68","Hotel Rooms: 11"
Independent,"Hotel Posada Bahia Azul",Nicaragua,"Park 1.5 block south, 01009 San Juan del Sur, Nicaragua","US$41","Hotel Rooms: 15"
Independent,"Hotel Le Chateau",Nicaragua,"Planes de Altamira Frente a Pasteleria Sampson. Casa # 76, 355-533-3 Managua, Nicaragua","US$92","Hotel Rooms: 23"
Independent,"Rositas Hotel",Nicaragua,"Del Mercado 1 cuadra y media al oeste, 050-088-1 San Juan del Sur, Nicaragua","US$30","Hotel Rooms: 23"
Independent,"El Jardin",Nicaragua,"Bahia Nacascolo, 0500884 San Juan del Sur, Nicaragua","US$53","Hotel Rooms: 11"
Independent,"Hotel Xalteva",Nicaragua,"Calle Obispo Ulloa, 050-008-4 Granada, Nicaragua","US$78","Hotel Rooms: 16"
Independent,"Hotel Real Leon",Nicaragua,"Iglesia Recoleccion 1 1/2 cuadra al este., 10000 León, Nicaragua","US$66","Hotel Rooms: 14"
Independent,"Hotel San Juan de Leon",Nicaragua,"Costado Norte, parque San Juan, 51234 León, Nicaragua","US$55","Hotel Rooms: 19"
Independent,"Hotel Mozonte",Nicaragua,"Residencial Bolonia, PriceSmart 1.5 cuadras al norte., 10000 Managua, Nicaragua","US$54","Hotel Rooms: 24"
Independent,"Hotel El Almendro",Nicaragua,"Rotonda Ruben Dario Metrocentro 1 cuadra al Sur 3 cuadras al Oeste, 050-088-4 Managua, Nicaragua","US$77","Hotel Rooms: 23"
Independent,"Hotel RDG",Nicaragua,"Villa Fontana-Managua | Pizza Hut Villa Fontana 1c Oeste 1c Norte 1c Est, 10000 Managua, Nicaragua","US$67","Hotel Rooms: 32"
Independent,"Hotel Azul",Nicaragua,"Avenida Central, de la catedral (entrada principal) 2 1/2 cuadras al norte, 21100 León, Nicaragua","US$64","Hotel Rooms: 10"
Independent,"Hotel Boutique Villa Maya",Nicaragua,"Residencial Las Colinas 105, 10000 Managua, Nicaragua","US$99","Hotel Rooms: 9"
Independent,"Elements Hotel Boutique",Nicaragua,"Residencial Los Robles, contiguo a Plaza Cuba, 000-000-0 Managua, Nicaragua","US$187","Hotel Rooms: 18"
Independent,"Hotel Plaza Colon",Nicaragua,"Frente al Parque Central, 43000 Granada, Nicaragua","US$104","Hotel Rooms: 27"
Independent,"Airport X Managua",Nicaragua,"Residencial Montechristi, 11055 Managua, Nicaragua","US$42","Hotel Rooms: 40"
Independent,"Villas de Palermo Hotel and Resort",Nicaragua,"Km 139 Carretera San Juan del Sur, 500 metros al  Norte, 355-533-3 San Juan del Sur, Nicaragua","US$116","Hotel Rooms: 49"
Independent,"Hotel El Convento",Nicaragua,"Contiguo Iglesia San Francisco, 10000 León, Nicaragua","US$133","Hotel Rooms: 31"
Independent,"Hotel la Perla Leon",Nicaragua,"From La Merced Church 150 meters north, 00505 León, Nicaragua","US$85","Hotel Rooms: 23"
Independent,"Barrio Cafe Hotel Restaurant Bar",Nicaragua,"Del Mercado Municipal 1c. al Oeste, 10000 San Juan del Sur, Nicaragua","US$46","Hotel Rooms: 8"
Independent,"Hotel Flor De Sarta",Nicaragua,"Del Parque San Juan 2 cuadras al Oeste 1/2 cuadra al Norte, 050-088-4 León, Nicaragua","US$60","Hotel Rooms: 8"
Independent,"Hotel Posada de Paz Managua",Nicaragua,"Managua, semáforo mercado mayoreo 100 mts al oeste (abajo), 10000 Managua, Nicaragua","US$41","Hotel Rooms: 9"
Independent,"Hostal El Rey",Nicaragua,"Zona Central, de la iglesia Molaguina 75 vras al oeste., 61000 Matagalpa, Nicaragua","US$30","Hotel Rooms: 12"
Independent,"Hotel Tijerinos",Nicaragua,"Frente al Parque Central , 51000 Boaco, Nicaragua","US$47","Hotel Rooms: 18"
Independent,"Dsantos Hotel Boutique",Nicaragua,"Km 43 Carretera Panamericana Sur, 300 Metros Al Norte, Dolores, Nicaragua","US$101","Hotel Rooms: 7"
Independent,"Lady M Club Hotel",Nicaragua,"Puente Arlen Siu 100 m sur / 100 m este, 11111 León, Nicaragua","US$35","Hotel Rooms: 9"
Independent,"Hotel Central Park-Managua",Nicaragua,"Los Robles, Pool 8, media cuadra al sur, Frente al parque, 10000 Managua, Nicaragua","US$70","Hotel Rooms: 20"
Independent,"Hotel Casa de Pacifico Masachapa Playa",Nicaragua,"Gasolinera Petronic Masachapa 1 c. oeste y 2 c. al sur, 00001 Masachapa, Nicaragua","US$94","Hotel Rooms: 3"
Independent,"Hotel Casa Real",Nicaragua,"Rotonda Rubén Darío,  Del hotel Seminole 3c. al lago , 1/2c. abajo, 14003 Managua, Nicaragua","US$57","Hotel Rooms: 13"
Independent,"Hotel La Estacion",Nicaragua,"De Gasolinera Uno Guapinol una cuadra y media al sur. Avenida Arellano frente al Silais., 058-088-4 Granada, Nicaragua","US$56","Hotel Rooms: 20"
Independent,"Hotel de Calidad",Nicaragua,"Calle el Cementerio, 050-088-4 Granada, Nicaragua","US$70","Hotel Rooms: 15"
Independent,"Hotel Leon del Sol",Nicaragua,"Iglesia La Recolección 2 cuadras al este, 21000 León, Nicaragua","US$59","Hotel Rooms: 8"
Independent,"Hotel Brial Plaza",Nicaragua,"Km. 7.5 carretera Managua a Masaya 500m al sur 100m al oeste, 050-088-4 Managua, Nicaragua","US$70","Hotel Rooms: 19"
Independent,"Sabalos Lodge",Nicaragua,"Boca de Sabalos, El Castillo, Rio San Juan, 050-088-1 El Castillo de La Concepción, Nicaragua","US$69","Hotel Rooms: 11"
Independent,"Hotel Casa Pochomil",Nicaragua,"200 metros al sur del Hotel Ticomo, 16700 Pochomil, Nicaragua","US$80","Hotel Rooms: 6"
Independent,"Hotel Hex",Nicaragua,"In front of shopping mall multicentro las Americas, 000-000-0 Managua, Nicaragua","US$99","Hotel Rooms: 100"
Independent,"Hotel Brandts Ejecutivo Los Robles",Nicaragua,"Semaforo de Metrocentro, 1c al este 150 varas al norte, Managua, Nicaragua","US$76","Hotel Rooms: 32"
Independent,"Apartamentos Vistas de Santo Domingo",Nicaragua,"Car. Masaya KM.7.2 de Plaza Familiar 400 Mts al Sur Oeste, 10000 Managua, Nicaragua","US$94","Hotel Rooms: 12"
Independent,"Sea View",Nicaragua,"Detras de la Iglesia Penticostes, Little Corn Island, Nicaragua","US$40","Hotel Rooms: 12"
Independent,"Gran Pacifica's Vida del Mar Beach and Golf Resort",Nicaragua,"Villa el Carmen. Km 49 road to Masachapa. 11 Km West, 43000 San Diego, Nicaragua","US$136","Hotel Rooms: 22"
Independent,"Fullmoon Hotel",Nicaragua,"Avenida 14 de Septiembre, de la Iglesia La Merced 3 cuadras al Sur 2, 43000 Granada, Nicaragua","US$44","Hotel Rooms: 20"
Independent,"Casa Hotel Santa Elena",Nicaragua,"Contiguo a Oficinas de INiser, O del Colegio de las Monjas 75 vrs al Norte, Estelí, Nicaragua","US$27","Hotel Rooms: 11"
Independent,"Hotel Estrella",Nicaragua,"Semaforos de Rubenia 200 mts al norte, 050-088-4 Managua, Nicaragua","US$78","Hotel Rooms: 40"
Independent,"El Almirante",Nicaragua,"Calle Corrales Ferreteria Datisa, 111, 050-088-4 Granada, Nicaragua","US$53","Hotel Rooms: 20"
Independent,"Hotel Asturias Nicaragua",Nicaragua,"Reparto El Carmen, Costado Oeste de la Iglesia El Carmen 75 varas al Sur, M/I, casa de 2 pisos. , 10000 Managua, Nicaragua","US$59","Hotel Rooms: 10"
Independent,"Hotel Mery",Nicaragua,"Costado Norte Casa Pellas 2 cuadras al Oeste, Estelí, Nicaragua","US$35","Hotel Rooms: 9"
"Hotel Chain:
Best Western","Best Western Las Mercedes",Nicaragua,"50 METROS NORTE CATEDRAL, 00001 Managua, Nicaragua","US$105","Hotel Rooms: 100,,"
Independent,"Hotel Hex Estelí",Nicaragua,"Km 149 Carretera Panamericana, 050-088-4 Estelí, Nicaragua","US$82","Hotel Rooms: 49"
Independent,"Hotel Casa del Sol",Nicaragua,"Semáforos del 7 Sur 100 vrs al sur, 050-088-4 Managua, Nicaragua","US$99","Hotel Rooms: 10"
"Hotel Chain:
Hyatt Place","Hyatt Place Managua",Nicaragua,"Carretera Masaya Km 8.2       , 10000 Managua, Nicaragua","US$209","Hotel Rooms: 140,"
Independent,"Barrio Cafe Hotel Restaurant Bar",Nicaragua,"Del Mercado Municipal 1c. al Oeste, 10000 San Juan del Sur, Nicaragua","US$46","Hotel Rooms: 8"
Independent,"Airport X Managua",Nicaragua,"Residencial Montechristi, 11055 Managua, Nicaragua","US$42","Hotel Rooms: 40"
Independent,"Seminole Plaza Hotel",Nicaragua,"Km 4 1/2 Carretera a Masaya, 1 cuadra al Oeste,1 cuadra al Sur, 10000 Managua, Nicaragua","US$96","Hotel Rooms: 84"
Independent,"Hotel Flor De Sarta",Nicaragua,"Del Parque San Juan 2 cuadras al Oeste 1/2 cuadra al Norte, 050-088-4 León, Nicaragua","US$60","Hotel Rooms: 8"
"Hotel Chain:
Holiday Inn Express","Holiday Inn Express Managua",Nicaragua,"Blvd. Jean Paul Genie, rotonda 800 mts al oeste, 50000 Managua, Nicaragua","US$151","Hotel Rooms: 114,,"
Independent,"Hotel Plaza Colon",Nicaragua,"Frente al Parque Central, 43000 Granada, Nicaragua","US$104","Hotel Rooms: 27"
Independent,"Elements Hotel Boutique",Nicaragua,"Residencial Los Robles, contiguo a Plaza Cuba, 000-000-0 Managua, Nicaragua","US$187","Hotel Rooms: 18"
Independent,"Hotel Don Vito",Nicaragua,"PARQUE INFANTIL 1 1/2 CUADRA AL ESTE, 10000 Estelí, Nicaragua","US$66","Hotel Rooms: 36"
Independent,"Hotel Real La Merced",Nicaragua,"Frente a Iglesia la Merced, 00111 Granada, Nicaragua","US$80","Hotel Rooms: 17"
"Hotel Chain:
InterContinental Hotels & Resorts","Real Intercontinental Metrocentro Managua",Nicaragua,"Frente a Centro Comercial Metrocentro, 10000 Managua, Nicaragua","US$256","Hotel Rooms: 157,"